Image Name,Computed Full Hash,Extracted Full Hash,WM Present (Top Left),WM Present (Top Right),WM Present (Bottom Left),WM Present (Bottom Right),Total Hamming Distance,E2E_time,Fingerprinting_time,wm_time,ECC_time
143.jpg,1100110000000010110000111111000011100010100011101110011101110101001111001100101001001110000111111011100000110111111101110010010010000010111111101001100000000000001001011100001111001101101011100000101100111000010000100101001001001111110111100011001101101111,0101111101001000110100000110001011000100011001101000011110101001100000010000000010001011010010111110000010110011110110011110000010100010010001001011001111010101010000100001000010000001001010001,False,False,False,False,88,0.022057056427001953,0.006685495376586914,0.013737678527832031,0.0016198158264160156
66.jpg,1111100000101010110000111110101100000101110000110001010000000001111111000011110000111100011111000001100011110000001111111011110101111111100000011100001110100000110000101000011111100000000001010101001111000101000111101000011111011110001111101110000001111111,11111001001100001011001100010000100001111001001001010011110000011000101100011101001010110011001110010100110100010110001001011100000011011010001001110101010110101101111110111101110010110111000011010111100001111010011001010101101110101001100001111101100101110100100,False,False,False,False,119,0.019755125045776367,0.0055577754974365234,0.012966632843017578,0.0012145042419433594
86.jpg,1101111111010100101110010000000001010111100000000111110111100110001000100000100110111010101011001101111000000100111101100000100101001011111111011101100101110000001100001101100001001101111111001010110100100010001111110001111001001011001001101110101000001011,011000010011100100001011110001001100111100010001011111100000100111000111110100010011100101000011011010100000101001010110110010010001110110010010101001101001101100101100110000100011100000111101000000010000100,False,False,True,True,108,0.01894998550415039,0.0044782161712646484,0.013012886047363281,0.0014450550079345703
157.jpg,1000010001000110111001001101100111100010001010011111000010000110111100011000100001111010001000110011111000000000001111110000011001111111010000011100111011110000100001111011111100101011110011100100100111110001101000101111111000111010111011110000110000100011,100001000100010111100101010100101110001000101001100100001000010111110010010010100111100010101001001111100010001000111111010001100111111111000001100011101111000000001011101111010011101111001011111000001111010000100100101011000011,True,True,True,False,44,0.02105998992919922,0.00712132453918457,0.013092041015625,0.0008318424224853516
20.jpg,1001010111100000101101110101110100011010111011100111000111100110001010010001110101000011100100010110110001101110100010100001101010110000101100111000110100101011001101111110001111111101111000011001101101001000001100001011010000101100001111010010010001011010,1000010111110001101101110101110000011010111011100111000111100010001011100001111101000111100100010110111100101110100010100000100100110010111000011000110100101011001100111110001111111101111000011001101100001010001110001001010000111100001111011011001000011011,True,False,True,True,33,0.022019147872924805,0.007512807846069336,0.013860225677490234,0.0006301403045654297
130.jpg,1011001100110110000110010001101100011011001110110110110011001110011011000100110001001100110011001110010011100100110001001100110010010011001100110001000100110011010011001100110011101110011001100110110011001110101100110011101110011111001100010001100011001100,1001001111101001000110110100011000011011101100011100100100011000100011011001100101001000100011101100111000110011110110000010100000000010110010010000101010110111000011111000011000010011000000100110000001111011100101011001000101111101111,False,False,False,False,105,0.026299238204956055,0.01000356674194336,0.015002250671386719,0.0012772083282470703
16.jpg,1011110101011100101000110110001111010010001010111001110010010100000001011011110101111011010010100111000001010010100001001010010111100111101011111101100001011010000011111001000011101000000101010111000111111111001001011110000011110010000011110001111010010000,1110101101011010111000101010011111010000101000011001110101011100111000010011111010101101110100110110010011111110010010111100010011110111101010111001010101111010000101100101010011101000000001001011001111101011000010111100001011101100001011101111010110111011,True,False,True,False,92,0.02214646339416504,0.008025646209716797,0.013230323791503906,0.0008752346038818359
26.jpg,1010010001100001000011010011000000110100011100010111000110010110110100110111110100010101001100110100111101100100101100001001101011100001110111100001110101101010000001001010101011111111101010011101000111001010001000011011111001011110000010101010111011110110,1010010001100001000011010001000000110100011100010111000110010110110000110110110100010101001100100100111001100000111100011001101011000001011111010010110001111010100001001100000011111011101010001101000111001010001000111011111001011111000010111010111011110110,True,True,False,True,27,0.021098613739013672,0.007497072219848633,0.013006925582885742,0.000579833984375
22.jpg,1110010111000110101101100101100010110010010110001001111100100011100110110110100111111000110011001101110001100110110011011100011011111000100011101111000110011000111100011001100011000001101110111110011000111001110000001001100010000000001110010000011000011101,1110010101000111101101100001111000110000010010001000111101100011101111110011000111011000110011001101110001101110110011011000011011111000100001111011011100001100111000011101000011010000100100111100101001100001111001001001000111010000001111100101011101101000,False,False,False,False,56,0.020633220672607422,0.006422758102416992,0.013088464736938477,0.0011069774627685547
37.jpg,1100001101100011100011010111101101101100101010000001000000101001010010111011101100011110101101010001001001111101010011110011011010111001101100001110010001011001111010110100001000111010001011000001000011011111000100111010000001010101011001011011100111011101,0111101110110000100010001001000000111101000100000000000101010111000011001100000011101001001011111101100000100100110000110010101011000100110010010000000010001010001011010101010100000111110110101,False,False,False,False,107,0.02237701416015625,0.006140232086181641,0.014589548110961914,0.001630544662475586
