Image Name,Computed Full Hash,Extracted Full Hash,WM Present (Top Left),WM Present (Top Right),WM Present (Bottom Left),WM Present (Bottom Right),Total Hamming Distance
o11-s24.jpg,1111110100001011111111010010001100100000101101101010001011110100110101101101001010010000101010111111000011111101100100000101011000110101110110000010010111001001001001110101100111100010010100000010101001111011000000111100100111111001111010110001000100100101,01111101000010101111110001100101101001100010010000000111000011001101100110001111111101011001010001110010110101111010100011111110110101100111010110111111010000010001000010010111101000100101010010111100,False,False,False,False,83
o5-s9.jpg,1000101011010101000010011010110101110100111010100000101101100101011001001001001000111010010011011101111100111110110000101100001100011001001111000110011000110110000011000111000011011001100110010110110001100110001101011100011001100010110100110011110111001111,10001011010101011100100001111101000101101110100010010011010101011000001011001001011001000101010000001111000110100110110110000101100001110011001001110000100111110111110001011100110001011010011100010010010011011110011001100101100111001110000010100010011111011001101,False,False,False,False,118
o616-s924.jpg,1000101010011100011100010111011101111101011010000001011010000011100101111000011110011000010110101000111100001111000010100110100100100010100001110011000011110011101010100101110011011110100110111100100110100011011101000111100010101001100001100111011001110001,10110010000111100011000001000101101000110110101000110111100000011000100100010011110110001100101010000010100010110000001001101111101000110110111101010000000100111100011100010010110101111001110100001001111000111011111110111110110001001010101110111110011011001100111,False,False,False,False,90
o452-s791.jpg,1011100010010101111110100101111111101001011101000100010110111010111001011100100101100101011001001010010011100011100100010101010101100110100000110110011010110101100100111100101010011010110100001101001001000100101001011010001011010011010101010011001011100010,010110101011011111001010010011100110011011011100000111000011011001001111011000000010100111010111110000000010110101011000111010100000100000010010001111010101010110011101000011010010011001000100001010001000110111110111010011011111,False,False,False,False,113
o0-s3.jpg,1010001111001001000001011010111110110110000101010111010001100000100100101101101101110000110010100001101100100001100000100101111111011000000001011000111101010100011110010111111110001101001101100001000101001000111110011111101001110111001011010100100111011001,11000011110111010000110111101001101001110001000101010111011000001000001011011001011100001001101001111000011001011000011001011111111110011011000010011001010101001101000101111011011101111001001001000010001110110001000111010001111011001110111000001000110100111110000,False,False,False,False,78
o78-s801.jpg,1001010000011100110110101101010100011010111000100110100101010010011010000101010101001011001000110010011110001111110101010111100001100111101010000010001000100011110111100001010010010110111110001001001101110011011100100100001101001010110101111001011111110110,00011101000010111101101101010000001001110110000001100000110100100100101001110001011110101111001010110101110111111011000111110111000000000100011000110110111010001110000100100010001011010011110111000101111101100100011110001001100000010001101000,False,False,False,False,109
o600-s969.jpg,1001101000101000101010001000011001010111010101010111010111011100011010100110101001101000100010111010010100100111011101011001110101100101001001110110011010011010111001100010011011000110010110010111011000110010111000100101100110010110010110001101101001100011,100000101110101011001000100101101101011111110001011100110101100101100010011001110110100100101001000001110000011101110110100101001000111011111001101001001001001100010101000011000100110100101101101101101001010100001001110010110001100101100100110011111110100101111001110011,False,False,False,False,98
o793-s453.jpg,1001101111011111011101010111011000111100111100000101011011011000101101110100100111001110101110101101110100001000111111111101010101011001101110100011010100000010110010100011000011010100010010100110100010000010001000101000100111010001000110011111001000100001,1100001000101111101010100010010000110101000001100011011001110000111001010001110011110110100111000000001100000001110010100011001100010100110100010011011110010010001110010001001110100101010111001,False,False,False,False,90
o857-s913.jpg,1001000101011010111110100100101111101011111011010110101010010000111000110100000111110100101001011110010101010010110111010110000001100100010100000110110111000010100001110110000111011101011001010001101001110101000100011001100100001001011101110001101101110110,00010011011100100111001111100011111010100001011000011110010111111000011000000101001010110101011100100001101001011011011010111010101101010110011101101000101100100111000100100000001111001111001001010100100000001000111101110000011011110101011110,False,False,False,False,123
o133-s139.jpg,1011000000010111010111110111101000100001011000110110000110111000111101001000100000100011100001110001001000101010100010110000100001111010111111010110100010101111100110100110100010001011111101111101100100111000001010001110001111111011000100000011011101110111,001100110000001001001111110000101100011011000010001010101100010001101011001000000010100110110101100000000011100011001111100010110001000010000101100001001011001111000001100101010101000011110010100000101000000001000010110111001101,False,False,False,False,109
