Row,Burstiness Ratio,Average Gap,Run Lengths
1936,0.0,36.5,"[1, 1, 1]"
1937,0.25,17.75,"[3, 1, 1, 1]"
1997,0.2857142857142857,12.428571428571429,"[3, 1, 1, 1, 3, 1]"
1998,0.2222222222222222,9.444444444444445,"[1, 1, 2, 1, 1, 3, 1, 1]"
2000,0.0,0.0,[1]
2001,0.2222222222222222,4.888888888888889,"[1, 1, 6, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1]"
2073,0.3,4.85,"[1, 1, 3, 1, 1, 1, 3, 1, 2, 1, 4, 1, 3, 1, 1]"
2074,0.5555555555555556,2.7222222222222223,"[1, 1, 1, 1, 5, 3, 1, 5, 5, 10, 1, 1, 2, 7, 1, 1, 1]"
2076,0.0,17.5,"[1, 1, 1]"
2077,0.1111111111111111,5.388888888888889,"[1, 1, 1, 1, 3, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1]"
2090,0.0,40.0,"[1, 1]"
2091,0.0,0.0,[1]
2092,0.0,0.0,[1]
2098,0.0,0.0,[1]
2099,0.0,0.0,[1]
2100,0.0,0.0,[1]
2102,0.0,0.0,[1]
2107,0.0,0.0,[1]
2110,0.0,0.0,[1]
2113,0.0,0.0,[1]
2117,0.0,0.0,[1]
2121,0.0,0.0,[1]
2122,0.0,0.0,[1]
2148,0.0,0.0,[1]
2150,0.0,36.0,"[1, 1, 1]"
2152,0.0,0.0,[1]
2153,0.0,16.8,"[1, 1, 1, 1, 1, 1]"
2187,0.0,19.5,"[1, 1, 1]"
2188,0.0,11.5,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
2190,0.2857142857142857,13.0,"[1, 1, 2, 1, 2, 1]"
2191,0.0,17.333333333333332,"[1, 1, 1, 1]"
2216,0.0,0.0,[1]
2225,0.2857142857142857,12.714285714285714,"[1, 3, 1, 1, 1, 3]"
2226,0.4444444444444444,10.0,"[2, 3, 1, 1, 2, 3]"
2227,0.0,22.5,"[1, 1, 1]"
2228,0.5,12.0,"[1, 3, 1, 3, 5]"
2229,0.5714285714285714,3.5,"[1, 6, 2, 2, 5, 2, 1, 4, 3, 3, 3, 1, 1]"
2264,0.0,52.0,"[1, 1]"
2266,0.0,5.0,"[1, 1]"
2267,0.16666666666666666,16.166666666666668,"[1, 1, 1, 1, 3, 1]"
2303,0.0,0.0,[1]
2375,0.0,23.5,"[1, 1, 1]"
2377,0.1111111111111111,9.11111111111111,"[1, 1, 1, 1, 1, 1, 1, 2, 1]"
2378,0.375,5.0,"[1, 5, 1, 1, 1, 1, 1, 7, 3, 1, 1]"
2380,0.2222222222222222,10.0,"[1, 1, 1, 2, 1, 1, 2, 1]"
2381,0.16666666666666666,8.25,"[1, 1, 1, 1, 1, 1, 1, 1, 2, 3, 1]"
2394,0.0,0.0,[1]
2405,0.0,0.0,[1]
2414,0.0,0.0,[1]
2415,0.0,10.0,"[1, 1]"
2416,0.0,10.0,"[1, 1]"
2417,0.0,0.0,[1]
2418,0.0,26.5,"[1, 1, 1]"
2419,0.43478260869565216,3.4347826086956523,"[8, 1, 1, 1, 1, 1, 4, 1, 2, 1, 2, 1, 1, 3]"
2427,0.0,0.0,[1]
2428,0.0,0.0,[1]
2451,0.0,0.0,[1]
2456,0.16666666666666666,11.166666666666666,"[3, 1, 1, 1, 1, 1]"
2457,0.5217391304347826,3.869565217391304,"[8, 1, 1, 1, 3, 1, 3, 3, 1, 1, 1, 4]"
2491,0.13333333333333333,5.733333333333333,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 3, 1]"
2492,0.5952380952380952,2.238095238095238,"[1, 1, 1, 1, 3, 9, 1, 1, 1, 1, 3, 5, 1, 5, 9, 3, 1, 6]"
2495,0.0,14.8,"[1, 1, 1, 1, 1, 1]"
2509,0.0,0.0,[1]
2519,0.0,0.0,[1]
2529,0.25,4.3,"[1, 2, 1, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 3]"
2530,0.29411764705882354,5.235294117647059,"[1, 1, 1, 1, 1, 1, 1, 1, 4, 1, 1, 5, 1]"
2532,0.0,12.0,"[1, 1, 1, 1, 1, 1, 1, 1]"
2533,0.43333333333333335,3.2333333333333334,"[3, 1, 5, 4, 3, 1, 1, 1, 5, 1, 1, 2, 1, 1, 3, 5, 1, 1]"
2548,0.0,0.0,[1]
2549,0.0,0.0,[1]
2557,0.0,19.0,"[1, 1]"
2566,0.0,0.0,[1]
2567,0.0,0.0,[1]
2568,0.2857142857142857,12.714285714285714,"[1, 2, 1, 1, 3, 1]"
2569,0.0,39.0,"[1, 1]"
2570,0.0,0.0,[1]
2571,0.125,9.625,"[2, 1, 1, 1, 1, 1, 1, 1]"
2604,0.0,0.0,[1]
2605,0.0,0.0,[1]
2606,0.0,8.0,"[1, 1]"
2607,0.0,0.0,[1]
2608,0.0,0.0,[1]
2609,0.0,26.666666666666668,"[1, 1, 1, 1]"
2622,0.0,0.0,[1]
2643,0.2857142857142857,10.857142857142858,"[1, 3, 2, 1, 1, 1]"
2644,0.5,7.6,"[1, 3, 4, 2, 1, 2]"
2646,0.0,58.0,"[1, 1]"
2647,0.3076923076923077,6.384615384615385,"[1, 1, 3, 3, 1, 2, 3, 1, 1, 1]"
2681,0.18181818181818182,8.272727272727273,"[1, 1, 1, 1, 3, 1, 1, 1, 3, 1]"
2682,0.5217391304347826,4.086956521739131,"[3, 1, 1, 5, 1, 1, 5, 1, 3, 8, 1, 1]"
2719,0.2,18.6,"[1, 3, 1, 1, 1]"
2720,0.125,11.875,"[1, 1, 1, 2, 1, 1, 1, 1]"
2722,0.0,14.0,"[1, 1, 1, 1, 1]"
2723,0.3888888888888889,5.166666666666667,"[3, 4, 1, 1, 1, 1, 3, 2, 1, 1, 1, 1]"
2739,0.8363636363636363,1.7818181818181817,"[5, 2, 5, 6, 1, 4, 17, 4, 18, 14]"
2747,0.0,0.0,[1]
2757,0.23529411764705882,5.588235294117647,"[1, 1, 1, 3, 1, 4, 1, 1, 1, 1, 1, 1, 1, 1]"
2758,0.15384615384615385,7.615384615384615,"[1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 2]"
2760,0.0,13.0,"[1, 1, 1, 1, 1, 1]"
2761,0.25,4.75,"[1, 3, 5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1]"
2766,0.5,21.25,"[1, 4, 1]"
2767,0.5806451612903226,2.903225806451613,"[3, 3, 1, 1, 5, 1, 1, 1, 1, 3, 6, 1, 1, 11]"
2773,0.2857142857142857,8.571428571428571,"[1, 1, 1, 1, 4, 1]"
2774,0.0,0.0,[1]
2785,0.0,0.0,[1]
2793,0.0,0.0,[1]
2794,0.0,21.0,"[1, 1]"
2795,0.35,4.35,"[6, 1, 1, 1, 3, 1, 1, 3, 1, 1, 1, 1, 2, 1]"
2796,0.44,3.88,"[1, 4, 2, 1, 4, 3, 1, 1, 1, 7, 1, 1, 1, 2, 1]"
2797,0.0,21.0,"[1, 1]"
2798,0.08333333333333333,7.666666666666667,"[1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
2799,0.4074074074074074,3.4074074074074074,"[1, 2, 2, 1, 1, 1, 1, 4, 5, 2, 1, 2, 1, 1, 1, 1, 2]"
2803,0.0,21.0,"[1, 1, 1]"
2804,0.0,16.666666666666668,"[1, 1, 1, 1]"
2805,0.16666666666666666,12.5,"[1, 1, 3, 1, 1, 1]"
2808,0.0,0.0,[1]
2809,0.0,42.0,"[1, 1]"
2810,0.0,21.0,"[1, 1, 1]"
2811,0.0,0.0,[1]
2817,0.0,0.0,[1]
2833,0.4166666666666667,7.5,"[1, 1, 4, 1, 3, 4, 1, 1]"
2834,0.4090909090909091,3.909090909090909,"[1, 3, 3, 5, 2, 5, 1, 1, 1, 1, 1, 1, 3, 1]"
2835,0.0,0.0,[1]
2836,0.0,8.5,"[1, 1, 1, 1, 1]"
2837,0.3,9.8,"[1, 1, 1, 1, 1, 3, 1, 5]"
2841,0.0,0.0,[1]
2848,0.0,0.0,[1]
2862,0.0,4.0,"[1, 1]"
2867,0.0,29.0,"[1, 1]"
2870,0.0,16.5,"[1, 1, 1]"
2871,0.13333333333333333,6.333333333333333,"[1, 1, 1, 3, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1]"
2872,0.44,3.96,"[1, 2, 2, 1, 3, 4, 1, 1, 6, 1, 2, 1, 2, 1, 1]"
2873,0.0,23.333333333333332,"[1, 1, 1, 1]"
2874,0.0,10.11111111111111,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
2875,0.2857142857142857,6.5,"[1, 1, 3, 1, 1, 1, 2, 2, 1, 2, 1]"
2879,0.0,4.0,"[1, 1]"
2880,0.0,31.0,"[1, 1, 1]"
2881,0.0,0.0,[1]
2884,0.0,0.0,[1]
2886,0.0,4.0,"[1, 1]"
2887,0.0,4.0,"[1, 1]"
2888,0.391304347826087,3.8260869565217392,"[4, 5, 1, 1, 1, 1, 1, 2, 2, 2, 1, 1, 1, 2, 1]"
2889,0.4090909090909091,4.0,"[4, 5, 1, 1, 1, 1, 2, 2, 2, 1, 1, 1, 2, 1]"
2890,0.3333333333333333,5.733333333333333,"[2, 3, 1, 1, 1, 2, 2, 1, 1, 1, 1]"
2899,0.45454545454545453,4.0,"[4, 5, 1, 1, 1, 1, 2, 2, 2, 1, 1, 3, 1]"
2900,0.4090909090909091,4.0,"[4, 5, 1, 1, 1, 1, 2, 2, 2, 1, 1, 1, 2, 1]"
2901,0.35714285714285715,6.142857142857143,"[2, 3, 1, 1, 1, 1, 1, 1, 2, 2]"
2905,0.0,0.0,[1]
2909,0.23076923076923078,7.076923076923077,"[1, 1, 1, 1, 2, 1, 1, 1, 2, 3, 1]"
2910,0.6428571428571429,3.2857142857142856,"[8, 1, 4, 1, 3, 6, 5, 6, 5, 1, 1]"
2913,0.0,29.0,"[1, 1, 1, 1]"
2919,0.0,0.0,[1]
2926,0.0,0.0,[1]
2927,0.0,0.0,[1]
2943,0.0,0.0,[1]
2944,0.0,0.0,[1]
2945,0.0,17.5,"[1, 1, 1]"
2947,0.375,3.875,"[1, 1, 1, 6, 1, 1, 1, 4, 5, 1, 3, 1, 1, 1, 1, 1]"
2948,0.5185185185185185,3.4444444444444446,"[1, 1, 1, 7, 4, 1, 1, 4, 5, 3, 1, 3, 1, 1]"
2949,0.0,13.0,"[1, 1]"
2950,0.38461538461538464,5.461538461538462,"[1, 1, 1, 2, 2, 6, 1, 1, 1]"
2951,0.4827586206896552,3.2758620689655173,"[1, 1, 2, 4, 1, 7, 1, 4, 3, 1, 2, 1, 3, 3, 1, 3]"
2985,0.1111111111111111,10.777777777777779,"[1, 1, 1, 1, 2, 1, 1, 1, 1]"
2986,0.07692307692307693,7.461538461538462,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3]"
2987,0.0,0.0,[1]
2988,0.3,8.6,"[3, 1, 1, 1, 1, 3, 1, 3]"
2989,0.25,6.0,"[1, 1, 1, 2, 1, 1, 1, 1, 3, 1, 1, 1, 4]"
3002,0.0,0.0,[1]
3003,0.0,0.0,[1]
3004,0.0,0.0,[1]
3005,0.0,0.0,[1]
3006,0.0,0.0,[1]
3007,0.0,0.0,[1]
3008,0.0,0.0,[1]
3009,0.0,0.0,[1]
3010,0.0,0.0,[1]
3011,0.0,0.0,[1]
3012,0.0,0.0,[1]
3013,0.0,0.0,[1]
3014,0.0,0.0,[1]
3015,0.0,0.0,[1]
3016,0.0,0.0,[1]
3017,0.0,0.0,[1]
3018,0.0,0.0,[1]
3019,0.0,0.0,[1]
3020,0.0,0.0,[1]
3021,0.0,0.0,[1]
3022,0.0,0.0,[1]
3023,0.0,0.0,[1]
3024,0.16666666666666666,14.166666666666666,"[2, 1, 1, 1, 1, 1]"
3025,0.0,0.0,[1]
3026,0.0,21.75,"[1, 1, 1, 1, 1]"
3027,0.0,12.6,"[1, 1, 1, 1, 1, 1]"
3028,0.0,0.0,[1]
3029,0.0,0.0,[1]
3030,0.0,0.0,[1]
3031,0.0,0.0,[1]
3032,0.0,0.0,[1]
3033,0.0,0.0,[1]
3034,0.0,0.0,[1]
3035,0.0,0.0,[1]
3036,0.0,0.0,[1]
3037,0.0,0.0,[1]
3038,0.0,0.0,[1]
3039,0.0,0.0,[1]
3040,0.0,26.0,"[1, 1]"
3041,0.0,26.0,"[1, 1]"
3042,0.0,26.0,"[1, 1]"
3043,0.0,26.0,"[1, 1]"
3044,0.0,26.0,"[1, 1]"
3045,0.0,26.0,"[1, 1]"
3046,0.0,26.0,"[1, 1]"
3047,0.0,26.0,"[1, 1]"
3048,0.0,26.0,"[1, 1]"
3049,0.0,26.0,"[1, 1]"
3050,0.0,26.0,"[1, 1]"
3051,0.0,26.0,"[1, 1]"
3052,0.0,26.0,"[1, 1]"
3053,0.0,26.0,"[1, 1]"
3054,0.0,26.0,"[1, 1]"
3055,0.0,26.0,"[1, 1]"
3056,0.0,26.0,"[1, 1]"
3057,0.0,13.0,"[1, 1, 1]"
3058,0.0,26.0,"[1, 1]"
3059,0.0,26.0,"[1, 1]"
3060,0.0,0.0,[1]
3061,0.0,18.666666666666668,"[1, 1, 1, 1]"
3062,0.0,10.25,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
3063,0.0,0.0,[1]
3064,0.16666666666666666,14.833333333333334,"[1, 1, 3, 1, 1, 1]"
3065,0.3333333333333333,5.111111111111111,"[1, 2, 1, 1, 1, 3, 1, 1, 2, 3, 2, 1, 2]"
3066,0.0,26.0,"[1, 1]"
3067,0.0,26.0,"[1, 1]"
3068,0.0,26.0,"[1, 1]"
3069,0.0,26.0,"[1, 1]"
3070,0.0,0.0,[1]
3071,0.0,45.0,"[1, 1]"
3072,0.0,26.0,"[1, 1]"
3073,0.0,20.5,"[1, 1, 1]"
3074,0.0,20.5,"[1, 1, 1]"
3075,0.0,26.0,"[1, 1]"
3076,0.0,26.0,"[1, 1]"
3077,0.0,0.0,[1]
3099,0.3888888888888889,5.111111111111111,"[2, 1, 5, 1, 1, 3, 1, 1, 1, 1, 1, 4]"
3100,0.36363636363636365,4.454545454545454,"[2, 1, 3, 1, 1, 3, 1, 1, 1, 1, 1, 3, 3, 3, 1]"
3102,0.15384615384615385,7.538461538461538,"[1, 1, 1, 1, 3, 2, 1, 1, 1, 1, 1, 1]"
3103,0.391304347826087,4.086956521739131,"[1, 1, 1, 4, 1, 1, 3, 1, 1, 1, 1, 3, 3, 1, 5]"
3116,0.2,10.8,"[1, 2, 1, 1, 1]"
3117,0.0,15.25,"[1, 1, 1, 1, 1]"
3118,0.25,5.25,"[1, 1, 2, 1]"
3119,0.3333333333333333,7.0,"[1, 2, 1]"
3120,0.25,5.25,"[1, 1, 2, 1]"
3121,0.25,5.25,"[1, 1, 2, 1]"
3122,0.25,5.25,"[1, 1, 2, 1]"
3123,0.3333333333333333,7.0,"[1, 2, 1]"
3124,0.25,5.25,"[1, 1, 2, 1]"
3125,0.25,5.25,"[1, 1, 2, 1]"
3126,0.25,5.25,"[1, 1, 2, 1]"
3127,0.2,12.2,"[1, 1, 1, 2, 1]"
3128,0.0,10.5,"[1, 1, 1]"
3129,0.3333333333333333,7.0,"[1, 2, 1]"
3130,0.25,5.25,"[1, 1, 2, 1]"
3131,0.25,5.25,"[1, 1, 2, 1]"
3132,0.25,5.25,"[1, 1, 2, 1]"
3133,0.16666666666666666,10.833333333333334,"[1, 1, 1, 1, 2, 1]"
3134,0.125,11.75,"[1, 1, 1, 2, 1, 1, 1, 1]"
3135,0.21428571428571427,6.714285714285714,"[1, 1, 1, 1, 2, 1, 2, 1, 2, 1, 1, 1]"
3136,0.3333333333333333,9.0,"[1, 1, 2, 2, 1]"
3137,0.21428571428571427,6.428571428571429,"[1, 1, 2, 3, 1, 1, 1, 1, 1, 1, 2, 1]"
3138,0.46153846153846156,6.6923076923076925,"[1, 1, 5, 1, 1, 5, 1, 2]"
3139,0.1,8.6,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 3]"
3140,0.3076923076923077,4.846153846153846,"[4, 2, 1, 1, 1, 1, 1, 2, 1, 1]"
3141,0.4230769230769231,3.6538461538461537,"[1, 6, 1, 3, 3, 1, 4, 4, 2, 2, 1, 1, 1, 1, 1, 1]"
3142,0.25,5.25,"[1, 1, 2, 1]"
3143,0.25,5.25,"[1, 1, 2, 1]"
3144,0.25,5.25,"[1, 1, 2, 1]"
3145,0.25,5.25,"[1, 1, 2, 1]"
3146,0.16666666666666666,14.333333333333334,"[1, 1, 2, 1, 1, 1]"
3147,0.16666666666666666,14.333333333333334,"[1, 2, 1, 1, 1, 1]"
3148,0.25,5.25,"[1, 1, 2, 1]"
3149,0.2,6.0,"[1, 1, 2, 1, 1]"
3150,0.16666666666666666,10.166666666666666,"[1, 1, 2, 1, 1, 1]"
3151,0.3333333333333333,7.0,"[1, 2, 1]"
3152,0.2,17.2,"[1, 1, 2, 1, 1]"
3153,0.16666666666666666,14.333333333333334,"[1, 1, 2, 1, 1, 1]"
3154,0.0,0.0,[1]
3165,0.0,0.0,[1]
3175,0.25,7.083333333333333,"[1, 1, 3, 1, 1, 3, 1, 3, 1, 1]"
3176,0.38461538461538464,6.076923076923077,"[1, 3, 1, 4, 3, 1, 3, 1, 1]"
3178,0.4583333333333333,3.8333333333333335,"[2, 1, 1, 1, 3, 1, 3, 1, 1, 5, 1, 7, 1, 3]"
3179,0.6,3.1333333333333333,"[3, 1, 1, 2, 3, 1, 8, 1, 8, 5, 7, 2, 1]"
3217,0.0,18.0,"[1, 1, 1, 1, 1, 1]"
3251,0.3888888888888889,5.166666666666667,"[1, 3, 1, 1, 1, 1, 1, 1, 4, 1, 3, 6]"
3252,0.6388888888888888,2.611111111111111,"[1, 2, 9, 1, 3, 4, 3, 3, 6, 7, 1, 2, 1, 3]"
3268,0.0,0.0,[1]
3290,0.0,0.0,[1]
3291,0.0,53.0,"[1, 1]"
3299,0.0,0.0,[1]
3306,0.0,28.5,"[1, 1, 1]"
3307,0.0,0.0,[1]
3309,0.7105263157894737,2.6052631578947367,"[4, 1, 8, 3, 15, 1, 1, 4, 1, 5, 8, 1]"
3317,0.0,0.0,[1]
3318,0.0,45.0,"[1, 1, 1]"
3327,0.3333333333333333,10.222222222222221,"[3, 1, 1, 3, 1, 1, 3]"
3328,0.5416666666666666,4.041666666666667,"[3, 3, 2, 1, 2, 2, 1, 1, 1, 3, 7, 4]"
3331,0.25,13.5,"[1, 1, 1, 2]"
3336,0.0,0.0,[1]
3337,0.1875,5.8125,"[1, 1, 1, 1, 2, 1, 2, 1, 1, 3, 1, 1, 1, 1]"
3343,0.0,0.0,[1]
3344,0.0,0.0,[1]
3355,0.0,0.0,[1]
3364,0.0,0.0,[1]
3365,0.0,20.0,"[1, 1, 1]"
3366,0.25,7.25,"[1, 2, 4, 1, 1, 1, 1, 1, 1, 1]"
3367,0.0,52.0,"[1, 1]"
3369,0.35294117647058826,4.882352941176471,"[3, 1, 2, 3, 1, 1, 3, 1, 1, 1, 3, 3]"
3404,0.26666666666666666,6.0,"[3, 1, 2, 3, 1, 1, 1, 1, 1, 1, 2, 1]"
3406,0.0,0.0,[1]
3407,0.0,37.0,"[1, 1, 1]"
3442,0.0,15.0,"[1, 1]"
3445,0.14285714285714285,11.714285714285714,"[1, 1, 1, 1, 1, 2, 1]"
3479,0.0,20.666666666666668,"[1, 1, 1, 1]"
3480,0.0,20.666666666666668,"[1, 1, 1, 1]"
3482,0.5,5.5,"[3, 1]"
3483,0.25,7.333333333333333,"[1, 1, 2, 1, 1, 2, 1, 1, 1, 3]"
3513,0.0,0.0,[1]
3516,0.0,0.0,[1]
3518,0.3,8.5,"[1, 2, 1, 1, 1, 1, 3, 3]"
3519,0.0,0.0,[1]
3521,0.0,0.0,[1]
3526,0.0,0.0,[1]
3545,0.0,0.0,[1]
3554,0.0,0.0,[1]
3557,0.0,0.0,[1]
3583,0.0,0.0,[1]
3594,0.0,0.0,[1]
3597,0.5,12.5,"[1, 2]"
3631,0.0,0.0,[1]
3632,0.0,78.0,"[1, 1]"
3634,0.0,18.6,"[1, 1, 1, 1, 1, 1]"
3635,0.35294117647058826,5.647058823529412,"[5, 1, 3, 1, 1, 1, 1, 1, 1, 1, 3, 2]"
3669,0.5172413793103449,3.206896551724138,"[1, 1, 1, 7, 1, 3, 3, 1, 5, 1, 1, 4, 5, 1, 1]"
3670,0.6341463414634146,2.317073170731707,"[5, 3, 1, 6, 1, 5, 6, 2, 1, 1, 3, 1, 7, 6, 1, 1]"
3672,0.125,11.0,"[1, 1, 1, 3, 1, 1, 1, 1]"
3673,0.4375,5.5,"[1, 5, 1, 3, 3, 1, 3, 1, 1, 1]"
3686,0.0,0.0,[1]
3688,0.0,0.0,[1]
3697,0.0,0.0,[1]
3698,0.0,0.0,[1]
3703,0.0,0.0,[1]
3704,0.0,0.0,[1]
3709,0.0,0.0,[1]
3710,0.0,42.5,"[1, 1, 1]"
3711,0.3,8.5,"[1, 1, 1, 1, 5, 1, 1, 1]"
3745,0.16666666666666666,15.0,"[1, 1, 1, 1, 3, 1]"
3746,0.06666666666666667,5.933333333333334,"[1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
3749,0.0,17.6,"[1, 1, 1, 1, 1, 1]"
3787,0.0,0.0,[1]
3821,0.16666666666666666,11.666666666666666,"[1, 1, 1, 1, 3, 1]"
3822,0.15384615384615385,7.3076923076923075,"[1, 1, 2, 1, 1, 3, 1, 1, 1, 1, 1, 1]"
3825,0.2222222222222222,7.777777777777778,"[1, 1, 1, 1, 1, 2, 3, 1]"
3855,0.0,0.0,[1]
3858,0.0,37.0,"[1, 1]"
3861,0.0,78.0,"[1, 1]"
3862,0.0,10.0,"[1, 1, 1]"
3863,0.4666666666666667,6.4,"[1, 1, 1, 3, 2, 1, 8, 1, 1]"
3871,0.0,0.0,[1]
3872,0.0,0.0,[1]
3876,0.2,11.2,"[1, 1, 1, 2, 1]"
3877,0.25,10.5,"[1, 1, 2, 1]"
3878,0.25,10.5,"[1, 1, 2, 1]"
3879,0.25,10.5,"[1, 1, 2, 1]"
3880,0.25,10.5,"[1, 1, 2, 1]"
3881,0.25,10.5,"[1, 1, 2, 1]"
3882,0.25,10.5,"[1, 1, 2, 1]"
3883,0.25,10.5,"[1, 1, 2, 1]"
3884,0.25,10.5,"[1, 1, 2, 1]"
3885,0.25,10.5,"[1, 1, 2, 1]"
3886,0.25,10.5,"[1, 1, 2, 1]"
3887,0.3333333333333333,14.0,"[1, 2, 1]"
3888,0.3333333333333333,14.0,"[1, 2, 1]"
3889,0.25,10.5,"[1, 1, 2, 1]"
3890,0.25,10.5,"[1, 1, 2, 1]"
3891,0.25,10.5,"[1, 1, 2, 1]"
3892,0.25,10.5,"[1, 1, 2, 1]"
3893,0.25,18.0,"[1, 2, 1, 1]"
3894,0.16666666666666666,9.333333333333334,"[1, 1, 1, 2, 1, 1]"
3895,0.0,15.0,"[1, 1, 1, 1, 1, 1, 1]"
3896,0.2,11.2,"[1, 1, 2, 1, 1]"
3897,0.2,8.4,"[1, 1, 1, 2, 1]"
3898,0.3333333333333333,6.533333333333333,"[1, 1, 2, 2, 3, 1, 1, 2, 1, 3, 1]"
3899,0.16666666666666666,7.916666666666667,"[1, 1, 1, 1, 2, 1, 3, 1, 1, 1, 1]"
3900,0.0,12.0,"[1, 1, 1, 1]"
3901,0.0,12.6,"[1, 1, 1, 1, 1, 1]"
3902,0.25,10.5,"[1, 1, 2, 1]"
3903,0.25,10.5,"[1, 1, 2, 1]"
3904,0.25,10.5,"[1, 1, 2, 1]"
3905,0.16666666666666666,9.333333333333334,"[1, 1, 1, 2, 1, 1]"
3906,0.25,7.5,"[1, 2, 1, 2, 1, 1, 1, 1, 2, 1]"
3907,0.2,5.733333333333333,"[1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1]"
3908,0.25,10.5,"[1, 1, 2, 1]"
3909,0.2,11.2,"[1, 1, 1, 2, 1]"
3910,0.2,11.2,"[1, 1, 1, 2, 1]"
3911,0.2,8.4,"[1, 1, 2, 1, 1]"
3912,0.2,6.6,"[1, 1, 1, 2, 1]"
3913,0.14285714285714285,12.285714285714286,"[1, 1, 2, 1, 1, 1, 1]"
3935,0.25,11.875,"[1, 1, 1, 1, 3, 3, 1]"
3936,0.25,11.875,"[1, 1, 1, 1, 3, 3, 1]"
3938,0.6904761904761905,2.3095238095238093,"[3, 10, 1, 1, 1, 7, 1, 4, 10, 2, 1, 1, 6, 7]"
3939,0.7391304347826086,2.152173913043478,"[11, 4, 1, 8, 1, 8, 3, 6, 1, 3, 11, 1, 1]"
3952,0.0,22.0,"[1, 1, 1]"
3953,0.0,0.0,[1]
3955,0.625,2.0625,"[1, 1, 1, 2, 3, 1, 4, 6, 1, 1, 6, 1, 3, 6, 5, 2, 8, 4, 3]"
3963,0.0,35.0,"[1, 1, 1]"
3964,0.3333333333333333,9.0,"[2, 1, 1]"
3983,0.0,15.666666666666666,"[1, 1, 1, 1]"
3991,0.0,0.0,[1]
4011,0.0,17.0,"[1, 1]"
4012,0.0,21.333333333333332,"[1, 1, 1, 1]"
4014,0.0,0.0,[1]
4015,0.3,8.6,"[1, 1, 1, 2, 3, 1, 1, 1]"
4020,0.0,0.0,[1]
4021,0.0,0.0,[1]
4027,0.0,0.0,[1]
4028,0.0,15.75,"[1, 1, 1, 1, 1]"
4029,0.0,17.4,"[1, 1, 1, 1, 1, 1]"
4030,0.0,17.4,"[1, 1, 1, 1, 1, 1]"
4031,0.0,21.75,"[1, 1, 1, 1, 1]"
4032,0.0,15.75,"[1, 1, 1, 1, 1]"
4033,0.0,15.75,"[1, 1, 1, 1, 1]"
4034,0.0,15.75,"[1, 1, 1, 1, 1]"
4035,0.0,15.75,"[1, 1, 1, 1, 1]"
4036,0.0,15.75,"[1, 1, 1, 1, 1]"
4037,0.0,15.75,"[1, 1, 1, 1, 1]"
4038,0.0,15.75,"[1, 1, 1, 1, 1]"
4039,0.0,14.5,"[1, 1, 1, 1, 1, 1, 1]"
4040,0.0,17.4,"[1, 1, 1, 1, 1, 1]"
4041,0.0,14.5,"[1, 1, 1, 1, 1, 1, 1]"
4042,0.0,15.75,"[1, 1, 1, 1, 1]"
4043,0.0,15.75,"[1, 1, 1, 1, 1]"
4044,0.0,15.75,"[1, 1, 1, 1, 1]"
4045,0.0,14.5,"[1, 1, 1, 1, 1, 1, 1]"
4046,0.0,15.75,"[1, 1, 1, 1, 1]"
4047,0.0,21.0,"[1, 1, 1, 1]"
4048,0.0,10.875,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
4049,0.0,31.5,"[1, 1, 1]"
4050,0.0,19.0,"[1, 1, 1]"
4051,0.0,9.666666666666666,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
4052,0.0,14.5,"[1, 1, 1, 1, 1, 1, 1]"
4053,0.25,7.25,"[2, 1, 1, 1, 1, 2, 2, 1, 1, 1]"
4054,0.0,15.75,"[1, 1, 1, 1, 1]"
4055,0.0,15.75,"[1, 1, 1, 1, 1]"
4056,0.0,15.75,"[1, 1, 1, 1, 1]"
4057,0.0,21.0,"[1, 1, 1, 1]"
4058,0.0,15.75,"[1, 1, 1, 1, 1]"
4059,0.2,8.7,"[3, 1, 1, 1, 1, 1, 1, 3, 1]"
4060,0.0,31.5,"[1, 1, 1]"
4061,0.0,21.0,"[1, 1, 1, 1]"
4062,0.0,31.5,"[1, 1, 1]"
4063,0.0,21.0,"[1, 1, 1, 1]"
4064,0.0,21.0,"[1, 1, 1, 1]"
4065,0.0,10.5,"[1, 1, 1, 1, 1, 1, 1]"
