Image Name,Computed Full Hash,Extracted Full Hash,WM Present (Top Left),WM Present (Top Right),WM Present (Bottom Left),WM Present (Bottom Right),Total Hamming Distance
wm_120.png,1001101110110101111001101110000000100000010010100111110100011111100101101110011011001011101010000010011001010101100111111111010111000010101100000100011001001010001110010001111100111101010101010110011001101000000100010010101011111101101101101010001001000001,1001101110110101111001101110000000100000010010100111110100011111100101101110011011001011101010000010011001010101100111111111010111000010101100000100011001001010001110010001111100111101010101010110011001101000000100010010101011111101101101101010001001000001,True,True,True,True,0
wm_119.png,1101011100100010100101001100011100001000110101011110011100111010111101110010101000011000111101000110100011010011111101110011100000001101101101010010110011001011110100100011110000011000111001110110100101011010111100110011100000011100100001010110100100011000,1101011100100010100101001100011100001000110101011110011100111010111101110010101000011000111101000110100011010011111101110011100000001101101101010010110011001011110100100011110000011000111001110110100101011010111100110011100000011100100001010110100100011000,True,True,True,True,0
wm_121.png,1111000000110000001111001110110010000011010000111100001111001011100110011011001111000111000111001000110110000111100111110011010011001110100011001101111100100110011001000110110010010110011011000100101011001010001100100111100100011110010001000011011111101001,1111000000110000001111001110110010000011010000111100001111001011100110011011001111000111000111001000110110000111100111110011010011001110100011001101111100100110011001000110110010010110011011000100101011001010001100100111100100011110010001010011001111101001,True,True,True,True,2
wm_113-inpainting.jpg,1101100100100110110111100000111000100110000110011100001001100111100010000110011110011100111111000011110111011001011101110110011100111110011001001000100110000110100010011100001100111111110000010011100011000111011100001110011000010001110000010001100110111001,1101100100100110110111100000111000100110000110001000001001100111100010000110011110011100111111110011110111011001111001110110010000101110011001001000100110000110000010111100001100111101110010010011100011001110011100001110011000110001101100010011100110111001,True,True,True,True,20
wm_122.png,1100011100011000011111000100111100111001111000111100011000111100001110001000011110000011101100011110011001110111000110001101000011111001110011110010001100000111110011001111000000110001100011000111111000000111110000011111100000011110000110010111000111100001,1100011100011000011111000100111100111001111000111100011000111100001110001000011110000011101100011110011001110111000110001101000011111001110011110010001100000111110011001111000000110001100011000111111000000111110000011111100000011110000110010111000111100001,True,True,True,True,0
wm_115-cropping.jpg,1110111110000011110100010111110101101000001000101100111101000111000000001111110010011100101010101010100111010101011000101010101010010101010101010100101000101011110101100111010000101000110010101100011010111001001100011100011111101110011010100001000111010100,1001011100000111110010001001011111010001010110001010101101001001000001010101001110101001011100000110011011111101110101101110010011111101001100001110100001010100101000110100010010001010010100110,False,False,False,False,95
wm_110-copy-move.jpg,1100011001100101011011110001001001111110111000100001000011101111100111001011110010101100000011110000000110110000101111110000000101111111000000110100111011111110001000111011111000010000111000000001111111000000001110010001011101100100010011110001100110111011,1100001001100101011001110001001001111110101000100001010011101111101111011001110010101010101011010000010110010000101111110000000101111110000001110100111011111110000000111111101000010101111011000001111100001000100110010001001101100100110011010001100110110011,True,True,True,True,32
wm_126.png,1110001100011001100111001110001111001000001100101010010011001110011101111100111010101011001110010101010100110001101100110010011100000100110001001000110010001000110010010101110001011111111111010110011000110011001000010101011010101000001100111101111010011001,1110001100011000100111001110001111001000001100101010010011001110011101111100111010101011001110010101010100110001111100110010011100000100110001001000110010001000110010010101110001011111111111010110011000110011001000010101011010101000001100111101111010011001,True,True,True,True,2
wm_123.png,1100011100110011001100111000110000111000000011111100110011110011001100011110000000011110000000111100011100011110111000111100110011001110001100011110001110001100001110001100111010001110001111001110000111000011110011000110011100111100000111010111000011110001,1100011100110011001100111000110000111000000011111100110011110011001100011110000000011110000000111100011100011110111000111100110011001110001100011110001110001100001110001100111010001110001111001110000111000011110011000110011100111100000111010111000011110001,True,True,True,True,0
wm_114-inpainting.jpg,1110010000101101010000100101101000100101001111110000111011001010000111001110111100110011101100101000001101111100011111011011000100110011110110100001111011100100001100011000100000110011000100100110110101101100100101101001100011001111001001111100011001100110,1110010000111101010000100101101000100101001111110001110011001010000111001110111100110011101100101000001101111100011111011011000100110011110110100001110011100100001100011100100000110011000100100110110101101100100101101001100011001111001001111100010001100110,True,True,True,True,6
wm_117-cropping.jpg,1000011110111111101101001111111111001011010000000010010001011011100100001111111101001101000000001010000001111100101100000000111111001010011111111111110000000000010000101111110101001001001100000011110010001110110000111111110101111101000100011000000011100101,01000001100011000010010111000100010100001100101101100111111101001011000000111000000111001001000000000000111100111100111100011011110111111111110001000010110000011110001101010100100111000011010100011100,False,False,False,False,91
wm_111-copy-move.jpg,1100000000000110001111111111101000101100110110011110000110110111011111111010000110101100001000000101001100111110100000011101111100011110010100001001111000000000110010010111101100100011111001110111110110001100001000000001100100100011101100110011111111000110,1100001000010000001111111101111000101100110011011110000100110011011111111000110110111100011001001101001000111010100000011101111100111110010001001001111000100001110010010111100100100011111001100111110010001100001100010001100100100011101100110000111111000010,True,True,True,True,32
wm_125.png,1011001100001100101100110011110011001100101100111100110011100011000011001111001010100100110011001111000110011000111110111000110000001011001101100010011000111001111001100110110111110011001100110101100110010011100010010011001011100000000110011100010011001110,1011001100001100101100110011110011001100101100111100110011100011000011001111001010100100110011001111000110011000011110111000110000001011001101100010011000111001111001100110110111110011001100110101100110010011100010010011001011100000100110011100010011001110,True,True,True,True,2
wm_112-inpainting.jpg,1010010100110001010001100110110101001100110011010011100110010010100100111011011000110010010100100001101001111011010001100100110100111011010011001100100100111101001101001110100101100101100100110110110110110110011011001001001011011110110000111001001100101100,1011001100110101110000100110110001001100110011000011100110010011100001111001001000110110110100110001111011011011010001100100110100011011010011001100100100101101001101001110010001100101100101010100111100110110011011001001000011001110110100111011001100101110,True,True,True,True,34
wm_116-cropping.jpg,1101100011111101111100100110011011100000100100111000110000111001100111100010100000111001110001000111000001001111110001101100100100100011011101100110011011000011100111011001101110010011001001000110010011111100011110011001001111100110111001001100100100000100,0010011101101111101111101100101011000000011010001111101011001010011000000110000000100101000000101010001000010000000000100100000011001101110110010010011101111110110111010110101100011100100010011011010011110010101110,False,False,False,False,112
wm_118.png,1110000101000101001101110011111000010010110110011100101011100101110011000011111000111011010110100100110011000111100001001010000111110011001100011101101001000110000001001100110001101011001110111111000000111000000100110111011000111100110001111010000110011011,1110000101000101001101110011111000010010110110011100101011100101110011000011111000111011010110100100110011000111100001001010000111110011001100011101101001000110000001001100110001101011001110111111000000111000000100110111011000111100110001111010000110011011,True,True,True,True,0
wm_124.png,1100010001100101001001110110101100011100111110101001101001011000001100111001000010111001100101000110100001111011011000100111100100110011100100100000110110111110011001100000110011100110110010111111001100110000001011011000010100101100110110111110010001111100,1100010001100101001001110110101100011100111110101001101001011000001100111001000010111001100101000110100001111011011000100111100100110011100100100000110110111110011001100000110011100110110010111111001100110000001011011000010100101100110110111110010001111100,True,True,True,True,0
wm_109-copy-move.jpg,1001001001000100000011001011101101110011001110011111110100000011010010011110111010110011010011000100100011001011001101110011011001100001111111001000100001001011011111101111011010001000100011000010101000110011111100111100011000101110001100010100001111001101,1001001001100100000011001011101101110001001110011111111100000011010010011110111010110011010011000100100011001011001101110011011010100001111110001001100001001011011111101110011010001000100011000010101000110011111100111100011000101110001100010100001111001101,True,True,True,True,8
