Image Name,Computed Full Hash,Extracted Full Hash,WM Present (Top Left),WM Present (Top Right),WM Present (Bottom Left),WM Present (Bottom Right),Total Hamming Distance
wm_74-copy-move.jpg,1101010001001011111110110000010011110110111110101110100100000101110110101111000111110101000111101010101001000001010001001011000001010101001010111101010101000110101010000001000111101010111100000010000000001101110110101111100110101010101000110100101000111111,1101011001001001111111110000010011110110111110101110100100000101110100101111000111110101000001101010101001000001110101001001000001010101001010111101010101000110111000000001000111111010111100101010000010000101110010101111100110101010101000110100101000101111,True,True,True,True,18
wm_80-cropping.jpg,1001000111100001110110111110100001101111000111100010011100011110101101001011001100010100101110000100101011000000010010011111000110010111011100010101100100001110001001001101111010010010101000011011100011011111010100001100010011010011010110101001111011011010,11011100111010001100110011111001011001111000011100110011100001111001001001001110000110011000101100011101111001000010101110101001010110111001110000001100010010100010001100111011100110011010110110111100011100010001100101010101010010110101000010011101100000110000100,True,False,True,False,105
82-facebook.jpg,1111010111001001110010100001110000110111011000000111001000100111111000110110011000001101000011101101101011010110001101000100100011001011001001011011010011011110110110110011100000110100110101111100111100001010011001001010010011011000110101110010001100100110,1111110111001001110010100001110000110111011000000111001000100111111000110110011000001101000011101101101011010110001101000100100011001011001001011011010011011110110110110011100000110000110101111100111100001010011001001010010011011000110101110010001100100110,True,True,True,True,2
87-facebook.jpg,1111110010110000110010110100111100010000111011000010111110111100000001100001010110011000110110111100100111111000010010010000111000111010100101001110010000111101011001110110001100111000010001100100110010010110100011111011110101110001011010010110111010010000,1111110010110000110010100100111100010000111011000010111110111100000001100001010110011000110110111100100111111001010010011000111000111010100101001110010000111101011001110110001100111000010001100100110010010110100010111011110101110001011010010110111010010000,True,True,True,True,4
89-facebook.jpg,1011010000011100101100100010101101110010110101001010110111010101000000100010111111010001101011000100111111001001101000110001011001110001000101111110010000101001001001110110000011111010110101101000100111110111111101001001100000011001011011101110010100010001,1011010000011100101100100010101101110010110101001010110111010101000000100010111111010001101011000100111111001001101000110001011001110001000101111110010000101001001001110110000011111010110101101000100111110111111101001001100000011001011011101110010100010001,True,True,True,True,0
88-facebook.jpg,1001010110100101110010110100101001101011010100100101101011010111010100100011011101101010100111100011001011001010001001110011001001110000010010011000110001010010111110011110011011001100101000110011001110001001011101110001110010001100110101011001101100110001,1001010110100101110010110100101001101011010100100101101011010111010100100011011101101010100111100011001011001010001001110011001001110000010010011000110001010010111110011110011011001100101000110011001110001001011101110001110010001100110101011001101100110001,True,True,True,True,0
wm_77-inpainting.jpg,1001001100110001101101010011010011011100010000010100111011000001001011111011110010110011111110100010110100001110001010000101101011010011001110010010110010100001011011001100110111011010000000110010010011111101011001111001110011001001110010110000111101001001,1001001100110000101101010011010011011100010010010100101011000001001011111011110011110011111110100010110100001110001010000100100111010011011110010010110010100001011011001000011111011010000000110010010011111101011001111001110011001001110010111000111101001001,True,True,True,True,12
wm_76-inpainting.jpg,1101010001110100111101010011010000111101010011110010110101010101110010100001011100000010100101010110000010101001100010100010101101110010110010101100101010110010001111101011110001101010110011000001110010110011011000101001100011001101001101100111001011101101,11010100011101001111010100110100001111010100111100101101010101011100101000010111000000101001010101100000101010011000101000101011011100101100101011001010101100000011111010111100011000101101110000000110001110010110011011000101001100011001101001101100111001011101101,True,True,True,True,30
84-facebook.jpg,1110110111000100110100100001111110010010011000100110110110100101011001001001110011010010011010110001101100100100101011011001011111110010100010110101101001101000001111010011010101000001100001100111101010100011001011100101100010000001010111001101101110110011,1110110111000100110100100001111110010010011000100110110110100101011001001001110001010010011010110001101100100100101011011001011111110010100010110101101001101000001111010011010111000001100001100111101010100011001011100101100010000001010111001101101110110011,True,True,True,True,2
86-facebook.jpg,1110110110110011000100100110000100010101100101001100100111011000010110110110111000100101001100101010011011011101110110001010010111010000101010101010110101100100110110110101001000011011011011011010011011001001001001011011011100100101101101010101010101001000,1110110110110011000100100110000100010101100101001100100111011010000110110110111000100101001100101010011011011101110110001010010111010000101010101010110101100100110110110101001000011011011011011010011011001001001001011011011100100101101101010101010101001000,True,True,True,True,2
wm_81-cropping.jpg,1000001101000101101111000011001001110111101011110001110101010100100000110110100101110000001110101111001111010101010011110000111001110101011000111010000010011101110010100100010101101101001011100100100010010110100100101110110100101101001100100101010111001010,1000001111000001101110000001011011110101111010110110101100011110100011010111000110100011100010111011110000110010110100111100010101001111000011100101000101100001101100001001111000001000111100011101011101000110001011011011100011100010100101011011100011101001,True,True,True,False,133
wm_79-cropping.jpg,1000010100101100100100011100001100011010110100101100111000001110110011010001110010100110000111100111001001000111111110010010010110011101100100100110110011010011110001100110110111100011001011000111000110100110110110001101001111000100110010011010011001101101,011000000010101000011000110000111010100000110000000001101111000000010001011001011000000001011010101011100111001100100110000010010011011000011111101101011111011001010100100011010110011101000000101000100101111001001100010011011000111010100001001100100,False,False,False,False,117
85-facebook.jpg,1100010010010110110001100110100001100011011011010001110100110011100111110011111011100011100011001110010110001101110000111011000110110011000110000111100001001110011110010000111000100001100001100010011110000110111110110001011001101100000101100110010011110110,1100010010010110110001100110100001100011011011010001110100110011100111110011111011100011100011001110010110001101110000111011000110110011000110000111100001001110011110010000111000100001100001100010011110000110111110110001011001101100000101100110010011110110,True,True,True,True,0
wm_75-copy-move.jpg,1000000111001000001110010110101010011111001000011000001010001001011000101111111010100101011100010101001000100111000011111101011011000001001111001011101001101101010001111111000010011010011010110110011111001011101100000111010000001111111010001101010111010010,1000000111001000001110010110101010011111001000011000001010001001011000100111111010100101001100010101001000100111000011111101011111000000001111001011101001101101010011111101100110011010001011110110011111001001111100000111100000001111111000001101010111010110,True,True,True,True,16
wm_78-inpainting.jpg,1000000010100100011011101110010101101001110000011001100011011010011100101000101001000110001011111100101110100110101101111101001101100101011011111000001010001111100111101001000100100001011000100000000100111101100101001010111111011110100100110110011100101101,1000100010100100011001101100010101100111110000011001100011011010010110001001101001000110001111111100001111100110101010111101101101100101011011111000001010001011000011101101000100101001011000101100000100011001100101001010110111011110101100111100011100101101,True,True,True,True,30
wm_73-copy-move.jpg,1100110000010000111100100001000010100000011000101100101001111011010001111011010110001101101111000011010010100100101011111101101100001111001100101010110011000110001101101110110100100111111001100000000100111010101100111101100010111001001110001110000110111101,1100110000010000111101101001010010100000011000101100100001111011000001101011010110001101100111001011010010100100101111111100101100001111001101101010110011000110001101101110110100100111111001100000000100111010101100111101100010111001001110001010000110111101,True,True,True,True,12
90-facebook.jpg,1100000110010011100011011001111000111110000010000111000011101101010001100111111011001110001000100001100000100111001100011111100011100011100000011000111000011111110111001111110010010000111000000011011111101111011000100000011000100111000111110101111110110000,1100000110010011100011011001111000111110000010000111000011101101010001100111111011001110001000100001100000100111001100011111100011100011100000011000111000011111110111001111110010010000111000000011011111101111011000100000011000100111000111110101111110110000,True,True,True,True,0
83-facebook.jpg,1010111000010110011000111111000010000101011100000110111100000111110001111111100010010100100001111111010111000111011010000011100011010000010011111111101001111000011011110001100111010000011101010001101000000111111000101101100010010111100000010111100000110001,1010111000010110011000111111000010000101011100000110111101000111110001111111100010010100100001111111110110000111011010000011100011010000010011111111101001011000011011110001100111010000011101010001101000000111111000101101100010010111100000010111100000110001,True,True,True,True,4
