Threshold,CDF Probability
0,0.09444444444444444
1,0.09444444444444444
2,0.14666666666666667
3,0.14666666666666667
4,0.20222222222222222
5,0.20222222222222222
6,0.2577777777777778
7,0.2577777777777778
8,0.3244444444444444
9,0.3244444444444444
10,0.37777777777777777
