Threshold,CDF Probability
0,0.03333333333333333
1,0.11888888888888889
2,0.2411111111111111
3,0.42777777777777776
4,0.5866666666666667
5,0.6988888888888889
6,0.7877777777777778
7,0.8511111111111112
8,0.9077777777777778
9,0.95
10,0.9677777777777777
