Threshold,CDF Probability
0,0.0011111111111111111
1,0.0022222222222222222
2,0.0077777777777777776
3,0.02666666666666667
4,0.05
5,0.09222222222222222
6,0.16555555555555557
7,0.25333333333333335
8,0.3466666666666667
9,0.4488888888888889
10,0.5511111111111111
