Threshold,CDF Probability
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0011111111111111111
5,0.0011111111111111111
6,0.0011111111111111111
7,0.0011111111111111111
8,0.0011111111111111111
9,0.0011111111111111111
10,0.0011111111111111111
