Threshold,CDF Probability
0,0.0011111111111111111
1,0.0011111111111111111
2,0.0033333333333333335
3,0.0033333333333333335
4,0.01
5,0.01
6,0.016666666666666666
7,0.016666666666666666
8,0.023333333333333334
9,0.023333333333333334
10,0.05444444444444444
