Threshold,CDF Probability
0,0.021111111111111112
1,0.021111111111111112
2,0.03333333333333333
3,0.03333333333333333
4,0.056666666666666664
5,0.056666666666666664
6,0.08888888888888889
7,0.08888888888888889
8,0.11222222222222222
9,0.11222222222222222
10,0.14777777777777779
