Threshold,CDF Probability
0,0.0011111111111111111
1,0.008888888888888889
2,0.03
3,0.06222222222222222
4,0.11777777777777777
5,0.18555555555555556
6,0.28444444444444444
7,0.3933333333333333
8,0.5044444444444445
9,0.6066666666666667
10,0.6944444444444444
