Threshold,CDF Probability
0,0.06333333333333334
1,0.06333333333333334
2,0.15333333333333332
3,0.15333333333333332
4,0.29333333333333333
5,0.29333333333333333
6,0.4533333333333333
7,0.4533333333333333
8,0.5722222222222222
9,0.5722222222222222
10,0.71
