Threshold,CDF Probability
0,0.03777777777777778
1,0.06555555555555556
2,0.12777777777777777
3,0.1811111111111111
4,0.2611111111111111
5,0.3477777777777778
6,0.4166666666666667
7,0.5055555555555555
8,0.5944444444444444
9,0.6644444444444444
10,0.73
