Threshold,CDF Probability
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0011111111111111111
5,0.0011111111111111111
6,0.006666666666666667
7,0.006666666666666667
8,0.01
9,0.01
10,0.016666666666666666
