Threshold,CDF Probability
0,0.013333333333333334
1,0.03111111111111111
2,0.05555555555555555
3,0.08777777777777777
4,0.11777777777777777
5,0.14666666666666667
6,0.16777777777777778
7,0.19555555555555557
8,0.23222222222222222
9,0.2811111111111111
10,0.32666666666666666
