Filename,Less or Equal to Threshold,Greater than Threshold,Threshold
cropping.csv,0.0,100.0,0
cropping.csv,0.0,100.0,1
cropping.csv,0.0,100.0,2
cropping.csv,0.0,100.0,3
cropping.csv,0.0,100.0,4
cropping.csv,0.0,100.0,5
cropping.csv,0.0,100.0,6
cropping.csv,0.0,100.0,7
cropping.csv,0.0,100.0,8
cropping.csv,0.0,100.0,9
